title,platform,developer,genre,rating,release_date,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg,n_user_score,real_date
One Piece: Unlimited World Red,Wii U,Ganbarion,"['Action', 'Action Adventure', 'General']",T,"Jul  8, 2014",66,Mixed or average reviews,2,9,0,7.8,Generally favorable reviews,36.0,4,8,78.0,2014-07-08
ORBIT,Wii U,RCMADIAX,"['Action', 'Arcade']",E,"Apr 20, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-04-20
Outside the Realm,Wii U,TreeFall Studios,"['Action', 'Arcade']",E,"Feb 11, 2016",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2016-02-11
Overworld Defender Remix,Wii U,Stereo Chromatic LLC,"['Action', 'Arcade']",E,"Aug  4, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-08-04
Pac-Man and the Ghostly Adventures,Wii U,"Namco Bandai Games, Monkey Bar Games","['Action', 'Platformer', '3D']",E10+,"Oct 29, 2013",58,Mixed or average reviews,0,7,2,6.8,Mixed or average reviews,12.0,6,5,68.0,2013-10-29
Pac-Man and the Ghostly Adventures 2,Wii U,Vicious Cycle,"['Action', 'Platformer', '3D']",E10+,"Oct 14, 2014",0,No score yet,0,1,1,7.0,Mixed or average reviews,6.0,1,3,70.0,2014-10-14
Panda Love,Wii U,RCMADIAX,"['Action', 'Platformer', '2D']",E,"Sep  1, 2016",0,No score yet,0,0,3,0.0,No user score yet,0.0,0,0,0.0,2016-09-01
Paparazzi,Wii U,Pringo Dingo Games,"['Miscellaneous', 'Party', 'Party / Minigame']",E,"Feb 17, 2015",0,No score yet,0,2,0,0.0,No user score yet,2.0,1,0,0.0,2015-02-17
Paper Mario: Color Splash,Wii U,"Nintendo, Intelligent Systems","['Role-Playing', 'Japanese-Style']",E,"Oct  7, 2016",76,Generally favorable reviews,51,22,1,7.1,Mixed or average reviews,286.0,81,98,71.0,2016-10-07
Paper Monsters Recut,Wii U,Mobot Studios LLC,"['Action', 'Platformer', '2D']",E,"Oct 16, 2014",74,Mixed or average reviews,4,2,1,8.0,Generally favorable reviews,5.0,4,0,80.0,2014-10-16
Paranautical Activity,Wii U,Saturnine Games,"['Action', 'General', 'Shooter', 'First-Person', 'Arcade']",T,"Apr 14, 2016",46,Generally unfavorable reviews,0,2,2,0.0,No user score yet,2.0,0,0,0.0,2016-04-14
Peg Solitaire,Wii U,RCMADIAX,"['Miscellaneous', 'Board / Card Game']",E,"Feb  4, 2016",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0,0.0,2016-02-04
PENTAPUZZLE,Wii U,RCMADIAX,"['Puzzle', 'Logic']",E,"Mar 19, 2015",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2015-03-19
Percy's Predicament,Wii U,Maestro Interactive Games,"['Miscellaneous', 'Puzzle', 'Action']",E,"Feb  6, 2014",0,No score yet,0,0,1,6.2,Mixed or average reviews,3.0,0,2,62.0,2014-02-06
Perpetual Blast,Wii U,Yiannos Efthymiou,"['Simulation', 'Space', 'Combat']",E,"Oct  8, 2015",0,No score yet,0,0,2,0.0,No user score yet,0.0,0,2,0.0,2015-10-08
Petite Zombies,Wii U,RandomSpin,"['Action', 'General']",,"Oct 11, 2018",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2018-10-11
Phineas and Ferb: Quest for Cool Stuff,Wii U,Disney Interactive Studios,"['Action Adventure', 'Fantasy', 'General', 'Fantasy']",E,"Aug 13, 2013",0,No score yet,0,1,0,5.7,Mixed or average reviews,1.0,3,2,57.0,2013-08-13
Piano Teacher,Wii U,Skunk Software,"['Miscellaneous', 'Edutainment']",E,"Sep  1, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-09-01
Pic-a-Pix Color,Wii U,Lightwood Games,"['Puzzle', 'Logic']",E,"Apr 13, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-04-13
PictoParty,Wii U,Retroid Interactive,"['Miscellaneous', 'Trivia / Game Show']",E,"Oct 29, 2015",73,Mixed or average reviews,3,3,0,7.3,Mixed or average reviews,8.0,1,3,73.0,2015-10-29
Pier Solar and the Great Architects,Wii U,Watermelon Development,"['Role-Playing', 'Console-style RPG', 'Console-style RPG', 'Japanese-Style']",T,"Nov  6, 2014",62,Mixed or average reviews,2,3,1,6.9,Mixed or average reviews,7.0,1,3,69.0,2014-11-06
Pikmin 3,Wii U,Nintendo,"['Strategy', 'Real-Time', 'Fantasy', 'General', 'Fantasy']",E10+,"Aug  4, 2013",87,Generally favorable reviews,77,2,0,8.7,Generally favorable reviews,717.0,35,50,87.0,2013-08-04
PINBALL,Wii U,RCMADIAX,"['Action', 'Pinball']",E,"May 18, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-05-18
Pinball Breakout,Wii U,nuGAME,"['Action', 'Arcade', 'Pinball']",E,"Nov  3, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-11-03
PING 1.5+,Wii U,NAMI TENTOU MUSHI,"['Puzzle', 'Action', 'General']",E,"Oct 16, 2014",0,No score yet,1,2,0,0.0,No user score yet,2.0,0,0,0.0,2014-10-16
Pirate Pop Plus,Wii U,Dadako Studios,"['Action', 'Arcade']",E,"Oct 20, 2016",68,Mixed or average reviews,2,4,0,0.0,No user score yet,3.0,0,0,0.0,2016-10-20
Pixel Paint,Wii U,"Two Kernel Connection, Aury Glenz","['Miscellaneous', 'General', 'Edutainment', 'Application']",E,"Oct 30, 2014",0,No score yet,2,0,0,0.0,No user score yet,2.0,0,0,0.0,2014-10-30
Pixel Slime U,Wii U,RCMADIAX,"['Action', 'Platformer', 'Arcade', '2D']",E,"Aug 27, 2015",0,No score yet,0,0,3,0.0,No user score yet,0.0,1,0,0.0,2015-08-27
PixelJunk Monsters,Wii U,Double Eleven,"['Strategy', 'Real-Time', 'Defense']",E,"May 19, 2016",73,Mixed or average reviews,2,3,0,0.0,No user score yet,2.0,3,0,0.0,2016-05-19
PixelMaker,Wii U,Nostatic Software,"['Miscellaneous', 'Edutainment', 'Application']",E,"May  5, 2016",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2016-05-05
PixelMaker Studio,Wii U,Nostatic Software,"['Miscellaneous', 'Edutainment', 'Application']",E,"Mar 21, 2019",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2019-03-21
PixlCross,Wii U,PixlBit Studios LLC,"['Puzzle', 'Logic']",E,"Mar 31, 2016",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2016-03-31
Placards,Wii U,Wombat Source,"['Puzzle', 'General']",E,"Feb 23, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-02-23
Plantera,Wii U,Ratalaika Games,"['Strategy', 'Management', 'Business / Tycoon']",E,"Feb  9, 2017",0,No score yet,0,2,1,0.0,No user score yet,0.0,2,1,0.0,2017-02-09
Plenty of Fishies,Wii U,Nitrolic Games,"['Action', 'General', 'Arcade']",E,"Dec 18, 2014",0,No score yet,0,1,1,0.0,No user score yet,1.0,0,0,0.0,2014-12-18
Pokemon Rumble U,Wii U,Ambrella,"['Action', ""Beat-'Em-Up"", ""Beat-'Em-Up"", '2D', '3D']",E,"Aug 29, 2013",49,Generally unfavorable reviews,0,16,6,5.2,Mixed or average reviews,31.0,24,36,52.0,2013-08-29
Poker Dice Solitaire Future,Wii U,RCMADIAX,"['Miscellaneous', 'Gambling', 'Board Games', 'Board / Card Game']",E,"Jul  3, 2014",55,Mixed or average reviews,0,3,1,0.0,No user score yet,1.0,1,0,0.0,2014-07-03
Pokken Tournament,Wii U,Bandai Namco Games,"['Action', 'Fighting', '3D']",E10+,"Mar 18, 2016",76,Generally favorable reviews,53,21,0,7.4,Mixed or average reviews,240.0,36,60,74.0,2016-03-18
PONCHO,Wii U,Delve Interactive,"['Action', 'Platformer', '2D']",E,"Aug 18, 2016",0,No score yet,0,3,0,0.0,No user score yet,1.0,1,1,0.0,2016-08-18
Preston Sterling,Wii U,Animation Arts,"['Adventure', 'Point-and-Click']",E10+,"Jun 29, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-06-29
Prism Pets,Wii U,Mouse Potato Games,"['Puzzle', 'Matching']",E,"Jun 30, 2016",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2016-06-30
PSIBO,Wii U,NAMI TENTOU MUSHI,"['Action', 'Arcade']",E,"Oct  6, 2016",0,No score yet,0,0,0,0.0,No user score yet,1.0,0,0,0.0,2016-10-06
psyscrolr,Wii U,Actos Games,"['Action', 'Platformer', '2D']",E10+,"Apr  2, 2015",35,Generally unfavorable reviews,0,1,3,3.3,Generally unfavorable reviews,1.0,0,3,33.0,2015-04-02
Puddle,Wii U,Neko Entertainment,"['Miscellaneous', 'Puzzle', 'Action', 'Puzzle', 'Logic', 'Logic']",T,"Jan 31, 2013",70,Mixed or average reviews,7,12,1,7.6,Generally favorable reviews,10.0,2,3,76.0,2013-01-31
Pumped BMX +,Wii U,Yeah Us!,"['Racing', 'Arcade', 'Other']",E,"Oct  1, 2015",0,No score yet,1,1,0,0.0,No user score yet,1.0,2,0,0.0,2015-10-01
Pure Chess,Wii U,VooFoo Studios,"['Miscellaneous', 'Board Games', 'Board / Card Game']",E,"Mar 20, 2014",61,Mixed or average reviews,0,8,0,7.4,Mixed or average reviews,13.0,3,3,74.0,2014-03-20
Pushmo World,Wii U,Intelligent Systems,"['Miscellaneous', 'Puzzle', 'Action', 'Logic']",E,"Jun 19, 2014",80,Generally favorable reviews,30,7,0,8.0,Generally favorable reviews,50.0,3,7,80.0,2014-06-19
Puzzle Monkeys,Wii U,Log Games,"['Puzzle', 'Stacking']",E,"Feb  5, 2015",61,Mixed or average reviews,0,4,0,0.0,No user score yet,0.0,4,0,0.0,2015-02-05
Q.U.B.E. Director's Cut,Wii U,Toxic Games,"['Miscellaneous', 'Puzzle', 'Action', 'Logic']",T,"Sep 10, 2015",68,Mixed or average reviews,2,6,0,6.9,Mixed or average reviews,5.0,4,2,69.0,2015-09-10
Quadcopter Pilot Challenge,Wii U,TACS Games,"['Simulation', 'Flight', 'Civilian']",E,"Jul  2, 2015",0,No score yet,0,1,1,0.0,No user score yet,0.0,1,1,0.0,2015-07-02
Queen's Garden,Wii U,Seven Sails,"['Action', 'Puzzle', 'General', 'Matching']",E,"May 12, 2016",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0,0.0,2016-05-12
Quest of Dungeons,Wii U,Upfall Studios,"['Role-Playing', 'Roguelike']",T,"Sep 29, 2016",0,No score yet,1,1,0,0.0,No user score yet,1.0,1,0,0.0,2016-09-29
Rabbids Land,Wii U,Ubisoft Paris,"['Miscellaneous', 'Party', 'Party', 'Party / Minigame']",E10+,"Nov 18, 2012",52,Mixed or average reviews,0,18,8,5.7,Mixed or average reviews,12.0,18,13,57.0,2012-11-18
Race the Sun,Wii U,Flippfly,"['Action', 'Racing', 'General', 'Arcade', 'Futuristic']",E,"Oct  8, 2015",78,Generally favorable reviews,3,1,0,8.0,Generally favorable reviews,3.0,1,0,80.0,2015-10-08
Radiantflux: Hyperfractal,Wii U,TACS Games,"['Miscellaneous', 'Adventure', 'General']",T,"Dec 22, 2016",59,Mixed or average reviews,0,4,0,0.0,No user score yet,0.0,4,0,0.0,2016-12-22
Rainbow Snake,Wii U,RandomSpin,"['Action', 'General']",E,"May  3, 2018",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,1,0.0,2018-05-03
Rakoo & Friends,Wii U,Moving Player,"['Action', 'General']",E,"Oct 15, 2015",54,Mixed or average reviews,0,4,1,0.0,No user score yet,1.0,0,0,0.0,2015-10-15
Rapala Pro Bass Fishing,Wii U,FUN Labs,"['Sports', 'Individual', 'Nature', 'Fishing', 'Fishing']",E,"Dec  4, 2012",0,No score yet,0,0,1,3.4,Generally unfavorable reviews,1.0,2,6,34.0,2012-12-04
Rayman Legends,Wii U,Ubisoft Montpellier,"['Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Sep  3, 2013",92,Universal acclaim,34,1,0,8.7,Generally favorable reviews,500.0,32,40,87.0,2013-09-03
Rayman Legends Challenges App,Wii U,Ubisoft,"['Action', 'Miscellaneous', 'Platformer', 'General', 'Platformer', '2D', '2D']",E10+,"Apr 25, 2013",0,No score yet,1,0,0,7.0,Mixed or average reviews,13.0,4,4,70.0,2013-04-25
Red Riding Hood,Wii U,Brave Rock Games,"['Miscellaneous', 'Edutainment']",E,"Oct  2, 2014",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2014-10-02
Regina & Mac,Wii U,Diplodocus Games,"['Action', 'General', 'Platformer', '3D']",E,"Jan 16, 2020",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2020-01-16
Replay: VHS is not dead,Wii U,Team Replay,"['Action', 'Platformer', '2D']",E,"Feb 25, 2016",79,Generally favorable reviews,4,0,0,0.0,No user score yet,3.0,0,0,0.0,2016-02-25
Reptilian Rebellion,Wii U,Herrero,"['Action', 'Arcade']",T,"Jul 14, 2016",0,No score yet,0,2,1,0.0,No user score yet,1.0,1,0,0.0,2016-07-14
Resident Evil: Revelations,Wii U,Capcom,"['Action Adventure', 'Horror', 'Horror', 'Survival']",M,"May 21, 2013",80,Generally favorable reviews,14,5,0,7.9,Generally favorable reviews,145.0,28,28,79.0,2013-05-21
Retro Road Rumble,Wii U,Sketchy Coyote Interactive LLC,"['Action', 'Arcade']",E,"Oct 20, 2016",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2016-10-20
Revenant Saga,Wii U,Kemco,"['Role-Playing', 'General', 'Japanese-Style']",E10+,"Jul  6, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-07-06
Rise of the Guardians,Wii U,Torus Games,"['Adventure', 'General', 'General']",,"Nov 20, 2012",48,Generally unfavorable reviews,0,2,2,4.2,Generally unfavorable reviews,5.0,0,8,42.0,2012-11-20
Rock 'N Racing Grand Prix,Wii U,EnjoyUp Games,"['Racing', 'Arcade', 'Other', 'Automobile']",E,"Sep 15, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,1,0.0,2016-09-15
Rock 'N Racing Off Road,Wii U,EnjoyUp Games,"['Driving', 'Racing', 'Arcade', 'Automobile']",E,"Jan 19, 2015",39,Generally unfavorable reviews,0,1,4,2.4,Generally unfavorable reviews,1.0,0,4,24.0,2015-01-19
Rock 'N Racing Off Road DX,Wii U,EnjoyUp Games,"['Racing', 'Arcade', 'Automobile']",E,"Sep 17, 2015",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2015-09-17
Rock Zombie,Wii U,Quaternion Studio,"['Action', 'General', ""Beat-'Em-Up"", '2D']",T,"Oct 30, 2014",50,Mixed or average reviews,0,3,2,0.0,No user score yet,1.0,0,1,0.0,2014-10-30
Rodea the Sky Soldier,Wii U,"Prope, Kadokawa","['Action', 'Platformer', '3D']",E10+,"Nov 10, 2015",45,Generally unfavorable reviews,1,14,16,6.5,Mixed or average reviews,47.0,15,25,65.0,2015-11-10
Rorrim,Wii U,Nitrolic Games,"['Puzzle', 'Action']",E,"Sep  8, 2016",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2016-09-08
Roving Rogue,Wii U,Padaone Games,"['Action', 'Platformer', '2D']",E,"Jul  2, 2015",56,Mixed or average reviews,0,10,1,7.3,Mixed or average reviews,7.0,0,2,73.0,2015-07-02
RTO,Wii U,nuGAME,"['Action Adventure', 'Survival']",E10+,"Dec  7, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-12-07
RTO 2,Wii U,nuGAME,"['Action Adventure', 'Survival']",E10+,"Mar  1, 2018",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2018-03-01
Rubik's Cube,Wii U,Cypronia,"['Puzzle', 'Logic']",E,"Jun 23, 2016",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2016-06-23
Run Run and Die,Wii U,"EnjoyUp Games, Pixel Bones Studios","['Action', 'Platformer', '2D']",E,"Jun 16, 2016",0,No score yet,1,1,1,0.0,No user score yet,0.0,1,1,0.0,2016-06-16
Runbow,Wii U,13AM Games,"['Action', 'General', 'Platformer', '2D']",E,"Aug 27, 2015",82,Generally favorable reviews,27,7,0,7.8,Generally favorable reviews,49.0,10,8,78.0,2015-08-27
RUSH,Wii U,Two Tribes,"['Miscellaneous', 'Puzzle', 'General']",E,"Dec 12, 2013",77,Generally favorable reviews,5,2,0,7.5,Generally favorable reviews,13.0,10,2,75.0,2013-12-12
Rynn's Adventure: Trouble in the Enchanted Forest,Wii U,Arcane Four Studios,"['Action', 'Platformer', '2D']",E,"May 26, 2016",0,No score yet,0,2,0,0.0,No user score yet,1.0,0,0,0.0,2016-05-26
Sanatory Hallways,Wii U,,"['Action', 'General']",,"Aug  6, 2015",0,No score yet,0,0,2,0.0,No user score yet,0.0,0,2,0.0,2015-08-06
Santa Factory,Wii U,Xiness,"['Puzzle', 'General']",E,"Jul  9, 2015",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2015-07-09
SCOOP! Around the World in 80 Spaces,Wii U,BNC Design Studios,"['Miscellaneous', 'Trivia / Game Show']",E,"Jun 13, 2019",0,No score yet,0,0,0,6.7,Mixed or average reviews,4.0,0,2,67.0,2019-06-13
Scram Kitty and His Buddy on Rails,Wii U,Dakko Dakko,"['General', 'Action', 'General']",E,"May 15, 2014",79,Generally favorable reviews,17,8,0,7.7,Generally favorable reviews,30.0,4,6,77.0,2014-05-15
Scribble,Wii U,Bear Box Media,"['Miscellaneous', 'Party / Minigame']",E,"Dec 15, 2016",72,Mixed or average reviews,1,3,0,0.0,No user score yet,1.0,3,0,0.0,2016-12-15
Scribblenauts Unlimited,Wii U,5TH Cell,"['Puzzle', 'Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Nov 13, 2012",73,Mixed or average reviews,24,18,0,7.5,Generally favorable reviews,76.0,27,14,75.0,2012-11-13
Scribblenauts Unmasked: A DC Comics Adventure,Wii U,5TH Cell,"['Puzzle', 'Action', 'Platformer', 'Platformer', '2D', '2D']",E10+,"Sep 24, 2013",71,Mixed or average reviews,5,12,0,6.6,Mixed or average reviews,23.0,12,9,66.0,2013-09-24
SDK Paint,Wii U,HullBreach Studios,"['Miscellaneous', 'Edutainment']",E,"Nov  6, 2014",0,No score yet,1,1,1,0.0,No user score yet,1.0,1,1,0.0,2014-11-06
SDK Spriter,Wii U,HullBreach Studios,"['Miscellaneous', 'Edutainment', 'Application']",E,"Dec 15, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-12-15
Severed,Wii U,DrinkBox Studios,"['Action Adventure', 'General']",T,"Sep 22, 2016",83,Generally favorable reviews,6,2,0,7.8,Generally favorable reviews,17.0,0,4,78.0,2016-09-22
Shadow Archer,Wii U,Ultra Dolphin Revolution,"['Action Adventure', 'Open-World']",E,"Aug 25, 2016",0,No score yet,1,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-08-25
Shadow Archery,Wii U,Ultra Dolphin Revolution,"['Action Adventure', 'Open-World']",E,"Apr 12, 2018",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2018-04-12
Shadow Puppeteer,Wii U,Sarepta studio,"['Action', 'Platformer', '3D']",T,"Jan 28, 2016",57,Mixed or average reviews,0,9,0,6.6,Mixed or average reviews,8.0,5,4,66.0,2016-01-28
Shakedown Hawaii,Wii U,Vblank Entertainment Inc.,"['Action Adventure', 'Open-World']",T,"Aug 20, 2020",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2020-08-20
Shantae and the Pirate's Curse,Wii U,WayForward,"['Action', 'Platformer', '2D']",T,"Dec 25, 2014",85,Generally favorable reviews,10,0,0,8.7,Generally favorable reviews,92.0,6,6,87.0,2014-12-25
Shantae: Half-Genie Hero,Wii U,WayForward,"['Action', 'Platformer', 'Platformer', '2D', '2D']",T,"Dec 20, 2016",80,Generally favorable reviews,7,2,0,8.4,Generally favorable reviews,39.0,3,5,84.0,2016-12-20
Shantae: Half-Genie Hero - Friends to the End,Wii U,WayForward,"['Action', 'Platformer', '2D']",,"Dec 21, 2017",0,No score yet,0,0,0,0.0,No user score yet,1.0,0,0,0.0,2017-12-21
Shantae: Half-Genie Hero - Pirate Queen's Quest,Wii U,WayForward,"['Action', 'Platformer', '2D']",T,"Aug 29, 2017",0,No score yet,0,0,0,0.0,No user score yet,1.0,0,0,0.0,2017-08-29
Shantae: Risky's Revenge - Director's Cut,Wii U,WayForward,"['Action', 'Platformer', '2D']",E10+,"Mar 24, 2016",77,Generally favorable reviews,2,3,0,7.9,Generally favorable reviews,20.0,3,3,79.0,2016-03-24
Shapes of Gray,Wii U,Secret Tunnel Entertainment,"['Puzzle', 'Action']",E10+,"May 21, 2015",46,Generally unfavorable reviews,0,2,2,0.0,No user score yet,0.0,2,2,0.0,2015-05-21
Shiftlings,Wii U,Rock Pocket Games,"['Action', 'Platformer', '2D']",E10+,"Jun 25, 2015",0,No score yet,0,3,0,0.0,No user score yet,0.0,0,1,0.0,2015-06-25
Shiny The Firefly,Wii U,Padaone Games,"['Action', 'Platformer', '2D']",E,"Nov 27, 2014",0,No score yet,0,2,1,0.0,No user score yet,1.0,0,0,0.0,2014-11-27
Shoot the Ball,Wii U,RCMADIAX,"['Action', 'Arcade']",E,"Dec  1, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-12-01
Shooting Range by Thornbury Software,Wii U,Thornbury Software,"['Sports', 'Individual', 'Other']",E,"Oct 21, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-10-21
Shooty Space,Wii U,RCMADIAX,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E,"Sep 15, 2016",0,No score yet,0,0,0,0.0,No user score yet,1.0,0,0,0.0,2016-09-15
Shovel Knight,Wii U,Yacht Club Games,"['Platformer', '2D', 'Action', 'Platformer', '2D']",E,"Jun 26, 2014",88,Generally favorable reviews,22,2,0,8.4,Generally favorable reviews,261.0,18,37,84.0,2014-06-26
Shovel Knight: King of Cards,Wii U,Yacht Club Games,"['Action', 'Platformer', '2D']",E,"Dec 10, 2019",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2019-12-10
Shovel Knight: Plague of Shadows,Wii U,Yacht Club Games,"['Action', 'Platformer', '2D']",E,"Sep 17, 2015",84,Generally favorable reviews,4,0,0,8.4,Generally favorable reviews,24.0,2,2,84.0,2015-09-17
Shovel Knight: Specter of Torment,Wii U,Yacht Club Games,"['Action', 'Platformer', '2D']",E,"Apr 21, 2017",0,No score yet,0,0,0,7.6,Generally favorable reviews,4.0,0,1,76.0,2017-04-21
Shut the Box,Wii U,RCMADIAX,"['Puzzle', 'General']",E,"Aug  7, 2014",46,Generally unfavorable reviews,0,1,3,0.0,No user score yet,0.0,1,2,0.0,2014-08-07
Shutshimi,Wii U,"awppy, Neon Deity Games","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E10+,"Feb  4, 2016",77,Generally favorable reviews,4,1,0,0.0,No user score yet,2.0,0,0,0.0,2016-02-04
Shuttle Rush,Wii U,Takusan Works,"['Action', 'Platformer', '2D']",E10+,"Nov  6, 2014",0,No score yet,0,2,0,0.0,No user score yet,1.0,0,0,0.0,2014-11-06
SiNG Party,Wii U,FreeStyleGames,"['Action', 'Miscellaneous', 'Rhythm', 'Music', 'Music']",E10+,"Nov 18, 2012",60,Mixed or average reviews,3,15,3,6.1,Mixed or average reviews,10.0,5,8,61.0,2012-11-18
Sinister Assistant,Wii U,Ultra Dolphin Revolution,"['Action', 'Action Adventure', 'General']",E,"Feb 14, 2019",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2019-02-14
Skeasy,Wii U,RCMADIAX,"['Action', 'Arcade']",E,"Jan 21, 2016",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0,0.0,2016-01-21
Sketch Wars,Wii U,Wildcard Studios,"['Miscellaneous', 'Trivia / Game Show']",E,"Dec 10, 2015",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2015-12-10
SKORB,Wii U,Stereo Chromatic LLC,"['Simulation', 'Flight', 'Civilian']",,"Oct  6, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-10-06
Skunky B's Super Slots Saga #1,Wii U,Skunk Software,"['Miscellaneous', 'Gambling']",T,"Sep  1, 2016",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2016-09-01
Sky Force Anniversary,Wii U,"Infinite Dreams, Infinite Dreams Inc.","['Action', 'Shooter', ""Shoot-'Em-Up"", 'Vertical']",E10+,"Mar 16, 2017",0,No score yet,1,1,0,0.0,No user score yet,0.0,1,0,0.0,2017-03-16
Skylanders Giants,Wii U,Vicarious Visions,"['Action', 'Platformer', 'Platformer', '3D', '3D']",E10+,"Nov 18, 2012",80,Generally favorable reviews,5,3,0,6.3,Mixed or average reviews,18.0,12,8,63.0,2012-11-18
Skylanders Imaginators,Wii U,Toys for Bob,"['Action', 'Platformer', '3D']",E10+,"Oct 16, 2016",77,Generally favorable reviews,4,1,0,6.2,Mixed or average reviews,7.0,3,4,62.0,2016-10-16
Skylanders SuperChargers,Wii U,Vicarious Visions,"['Action', 'Platformer', '3D']",E10+,"Sep 20, 2015",87,Generally favorable reviews,13,0,0,5.8,Mixed or average reviews,38.0,14,30,58.0,2015-09-20
Skylanders Swap Force,Wii U,Vicarious Visions,"['Action', 'Platformer', 'Platformer', '3D', '3D']",E10+,"Oct 13, 2013",89,Generally favorable reviews,7,0,0,6.4,Mixed or average reviews,69.0,20,35,64.0,2013-10-13
Skylanders Trap Team,Wii U,Toys for Bob,"['Action', 'Platformer', '3D']",E10+,"Oct  5, 2014",86,Generally favorable reviews,4,0,0,7.3,Mixed or average reviews,20.0,6,6,73.0,2014-10-05
Slender: The Arrival,Wii U,Blue Isle Studios,"['Adventure', '3D', 'First-Person']",T,"Oct 22, 2015",0,No score yet,0,3,0,0.0,No user score yet,0.0,0,0,0.0,2015-10-22
Slots - Pharaoh's Riches,Wii U,Skunk Software,"['Miscellaneous', 'Gambling']",T,"Apr 14, 2016",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1,0.0,2016-04-14
SMART Adventures Mission Math,Wii U,Engine Software,"['Miscellaneous', 'Edutainment']",E,"Feb 25, 2016",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0,0.0,2016-02-25
Snake Den,Wii U,Derek Holmes,"['Puzzle', 'Action']",E,"Nov 20, 2014",0,No score yet,0,0,1,0.0,No user score yet,1.0,0,0,0.0,2014-11-20
Sniper Elite V2,Wii U,Rebellion,"['General', 'Action', 'Shooter', 'Shooter', 'Third-Person', 'Tactical', 'Historic', 'Historic']",M,"May 21, 2013",58,Mixed or average reviews,0,5,0,5.8,Mixed or average reviews,19.0,12,14,58.0,2013-05-21
Snowball,Wii U,CRT Factory,"['Action', 'Arcade']",E,"Jan 19, 2017",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2017-01-19
Solitaire,Wii U,Sanuk Games,"['Miscellaneous', 'Board / Card Game']",E,"Oct 27, 2016",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0,0.0,2016-10-27
