title,platform,developer,genre,rating,release_date,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg,n_user_score,real_date
Destiny 2,Xbox Series X,Bungie,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Dec  8, 2020",0,No score yet,0,0,0,4.6,Generally unfavorable reviews,6.0,1,10.0,46.0,2020-12-08
Destiny 2: Beyond Light,Xbox Series X,"Bungie Software, Bungie","['Action', 'Shooter', 'First-Person', 'Arcade']",,"Nov 10, 2020",71,Mixed or average reviews,3,4,0,6.0,Mixed or average reviews,22.0,4,15.0,60.0,2020-11-10
Destiny 2: Lightfall,Xbox Series X,Bungie,"['Action', 'Shooter', 'First-Person', 'Arcade']",,"Feb 28, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-02-28
Destiny 2: The Witch Queen,Xbox Series X,Bungie,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Feb 22, 2022",85,Generally favorable reviews,9,0,0,8.0,Generally favorable reviews,46.0,2,9.0,80.0,2022-02-22
Destroy All Humans! 2 - Reprobed,Xbox Series X,Black Forest Games,"['Action Adventure', 'General', 'Open-World']",T,"Aug 30, 2022",72,Mixed or average reviews,7,9,0,8.3,Generally favorable reviews,13.0,0,2.0,83.0,2022-08-30
Devastator,Xbox Series X,Radiangames,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E,"Mar 25, 2022",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2022-03-25
Devil May Cry 5: Special Edition,Xbox Series X,Capcom,"['Action Adventure', 'General']",M,"Nov 10, 2020",84,Generally favorable reviews,10,1,0,7.7,Generally favorable reviews,58.0,3,15.0,77.0,2020-11-10
Diablo II: Resurrected,Xbox Series X,Blizzard Entertainment,"['Role-Playing', 'Action RPG']",M,"Sep 23, 2021",80,Generally favorable reviews,9,1,0,3.8,Generally unfavorable reviews,30.0,6,60.0,38.0,2021-09-23
Diablo IV,Xbox Series X,Blizzard Entertainment,"['Role-Playing', 'Action RPG']",M,"Jun  6, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-06-06
Diablo Prime Evil Collection,Xbox Series X,Blizzard Entertainment,"['Miscellaneous', 'Compilation']",M,"Sep 23, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-09-23
Dicey Dungeons,Xbox Series X,Distractionware Limited,"['Strategy', 'General']",E10+,"Nov 11, 2021",0,No score yet,1,0,0,7.2,Mixed or average reviews,3.0,1,1.0,72.0,2021-11-11
Digimon Survive,Xbox Series X,Hyde,"['Strategy', 'Turn-Based', 'Tactics']",T,"Jul 29, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,1,0.0,0.0,2022-07-29
DIRT 5,Xbox Series X,Codemasters,"['Racing', 'Simulation', 'Automobile']",E,"Nov 10, 2020",81,Generally favorable reviews,14,3,0,6.2,Mixed or average reviews,37.0,16,22.0,62.0,2020-11-10
Disciples: Liberation,Xbox Series X,Frima Studio,"['Strategy', 'Turn-Based', 'General']",M,"Oct 21, 2021",0,No score yet,0,2,0,3.1,Generally unfavorable reviews,2.0,0,6.0,31.0,2021-10-21
Disciples: Liberation - Paths to Madness,Xbox Series X,Frima Studio,"['Strategy', 'Turn-Based', 'General']",M,"Mar 24, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-03-24
Disco Elysium: The Final Cut,Xbox Series X,ZA/UM,"['Role-Playing', 'General', 'Western-Style']",M,"Oct 12, 2021",92,Universal acclaim,4,0,0,7.5,Generally favorable reviews,38.0,7,10.0,75.0,2021-10-12
Divination: Console Edition,Xbox Series X,Mojiken Studio,"['Strategy', 'Adventure', 'General', 'Visual Novel']",M,"May 18, 2022",0,No score yet,0,1,0,0.0,No user score yet,1.0,0,0.0,0.0,2022-05-18
Divine Knockout,Xbox Series X,Red Beard Games,"['Action', 'Fighting', '3D']",E10+,"Dec  6, 2022",74,Mixed or average reviews,2,3,0,0.0,No user score yet,2.0,3,0.0,0.0,2022-12-06
DJMax Respect V,Xbox Series X,Neowiz,"['Action', 'Rhythm', 'Music']",T,"Jul  7, 2022",0,No score yet,0,1,0,0.0,No user score yet,0.0,0,1.0,0.0,2022-07-07
Dobo's Heroes,Xbox Series X,Colossus Game Studio,"['Action', 'Platformer', '2D']",E,"Dec  7, 2022",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2022-12-07
Doctor Who: The Edge of Reality + The Lonely Assassins,Xbox Series X,Maze Theory,"['Miscellaneous', 'Compilation']",E10+,"Dec 13, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-12-13
Dodgeball Academia,Xbox Series X,Pocket Trap,"['Sports', 'Individual', 'Other']",E,"Aug  5, 2021",0,No score yet,2,0,0,8.2,Generally favorable reviews,32.0,0,6.0,82.0,2021-08-05
Dojoran,Xbox Series X,"Ratalaika Games, Nautlander Studio","['Action', 'Platformer', '2D']",E10+,"Sep 17, 2021",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0.0,0.0,2021-09-17
Doki Doki Literature Club Plus!,Xbox Series X,Team Salvato,"['Adventure', 'Visual Novel']",M,"Jun 30, 2021",89,Generally favorable reviews,5,0,0,9.0,Universal acclaim,35.0,1,3.0,90.0,2021-06-30
DOLMEN,Xbox Series X,Massive Work Studio,"['Role-Playing', 'Action RPG']",T,"May 20, 2022",57,Mixed or average reviews,1,9,1,6.7,Mixed or average reviews,6.0,1,3.0,67.0,2022-05-20
Don't Touch this Button!,Xbox Series X,"Ratalaika Games, 9 Eyes Game Studio","['Adventure', '3D', 'First-Person']",E,"Sep 24, 2021",0,No score yet,0,2,0,0.0,No user score yet,1.0,0,0.0,0.0,2021-09-24
Donuts'n'Justice,Xbox Series X,"FobTi interactive, Ratalaika Games","['Action', ""Beat-'Em-Up"", '2D']",T,"Jun  4, 2021",0,No score yet,0,1,0,0.0,No user score yet,1.0,0,0.0,0.0,2021-06-04
DOOM Eternal,Xbox Series X,id Software,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Jun 29, 2021",0,No score yet,0,0,0,8.9,Generally favorable reviews,97.0,2,10.0,89.0,2021-06-29
DOOM Eternal: The Ancient Gods Part One,Xbox Series X,Bethesda Softworks,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Jun 29, 2021",0,No score yet,0,0,0,0.0,No user score yet,2.0,0,0.0,0.0,2021-06-29
DOOM Eternal: The Ancient Gods Part Two,Xbox Series X,Bethesda Softworks,"['Action', 'Shooter', 'First-Person', 'Arcade']",M,"Jun 29, 2021",0,No score yet,0,0,0,0.0,No user score yet,2.0,0,0.0,0.0,2021-06-29
Dracula's Legacy Remastered,Xbox Series X,Joindots,"['Puzzle', 'Hidden Object']",T,"Dec 10, 2021",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2021-12-10
Dragon Ball Z: Kakarot,Xbox Series X,Bandai,"['Role-Playing', 'Action RPG']",T,"Jan 13, 2023",0,No score yet,0,0,0,0.0,No user score yet,1.0,0,0.0,0.0,2023-01-13
Dragon Ball: The Breakers,Xbox Series X,Dimps Corporation,"['Action Adventure', 'General']",T,"Oct 14, 2022",54,Mixed or average reviews,0,6,1,4.8,Generally unfavorable reviews,1.0,2,2.0,48.0,2022-10-14
Dragon Prana,Xbox Series X,EXE Create,"['Role-Playing', 'Japanese-Style']",T,"Oct  7, 2022",0,No score yet,1,1,0,0.0,No user score yet,1.0,1,0.0,0.0,2022-10-07
DreadOut 2,Xbox Series X,Digital Happiness,"['Action Adventure', 'Adventure', '3D', 'Survival', 'Third-Person']",M,"Jul 15, 2022",0,No score yet,0,2,1,0.0,No user score yet,0.0,2,1.0,0.0,2022-07-15
Dreaming Sarah,Xbox Series X,"Asteristic Game Studio, Ratalaika Games","['Action', 'General', 'Platformer', '2D']",T,"Mar  5, 2021",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0.0,0.0,2021-03-05
Dreamscaper,Xbox Series X,Afterburner Studios,"['Role-Playing', 'Action RPG']",,"Feb  3, 2022",0,No score yet,2,0,0,7.7,Generally favorable reviews,4.0,1,1.0,77.0,2022-02-03
DreamWorks Dragons: Legends of the Nine Realms,Xbox Series X,AHEARTFULOFGAMES,"['Action Adventure', 'General']",E10+,"Sep 23, 2022",0,No score yet,1,1,0,0.0,No user score yet,1.0,1,0.0,0.0,2022-09-23
DreamWorks Spirit Lucky's Big Adventure,Xbox Series X,Outright Games,"['Action Adventure', 'Open-World']",E,"Jun  1, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-06-01
DREDGE,Xbox Series X,Black Salt Games,"['Adventure', 'General']",,"Mar 30, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-03-30
Drizzlepath: Deja Vu,Xbox Series X,Tonguc Bodur,"['Adventure', '3D', 'First-Person']",T,"Nov 24, 2021",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2021-11-24
Drone Gladiator,Xbox Series X,Flying Islands Team,"['Simulation', 'Flight', 'Combat']",E10+,"Feb  4, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-02-04
Drunken Fist 2: Zombie Hangover,Xbox Series X,Dudarev Alexandr Vladimirovich,"['Action', 'General', ""Beat-'Em-Up"", '3D']",M,"Jun 22, 2022",0,No score yet,0,0,2,0.0,No user score yet,0.0,0,2.0,0.0,2022-06-22
Dungeon Defenders: Awakened,Xbox Series X,Chromatic Games,"['Role-Playing', 'Strategy', 'Real-Time', 'Action RPG', 'Defense']",E10+,"Mar 17, 2021",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2021-03-17
Dungeon Slime Collection,Xbox Series X,Magma and Pequi Estudio,"['Miscellaneous', 'Puzzle', 'General', 'Compilation']",E10+,"Jul 22, 2022",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2022-07-22
Dungeons & Dragons: Dark Alliance,Xbox Series X,Tuque Games,"['Role-Playing', 'General']",M,"Jun 22, 2021",58,Mixed or average reviews,2,12,3,4.7,Generally unfavorable reviews,13.0,10,23.0,47.0,2021-06-22
Dungeons & Dragons: Dark Alliance - Echoes of the Blood War,Xbox Series X,Tuque Games,"['Role-Playing', 'General']",M,"Mar 17, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-03-17
Dustwind: The Last Resort,Xbox Series X,Dustwind Studios,"['Strategy', 'Real-Time', 'General', 'Tactics']",T,"Sep 15, 2021",0,No score yet,0,2,1,0.0,No user score yet,0.0,2,1.0,0.0,2021-09-15
Dying Light 2 Stay Human,Xbox Series X,"Techland, Warner Bros. Interactive Entertainment","['Action Adventure', 'Survival']",M,"Feb  4, 2022",77,Generally favorable reviews,25,14,0,4.9,Generally unfavorable reviews,398.0,38,422.0,49.0,2022-02-04
Dying Light 2 Stay Human: Bloody Ties,Xbox Series X,Techland,"['Action Adventure', 'Survival']",M,"Oct 13, 2022",0,No score yet,1,1,0,0.0,No user score yet,1.0,1,0.0,0.0,2022-10-13
Dynasty Warriors 9 Empires,Xbox Series X,Koei Tecmo Games,"['Action', ""Beat-'Em-Up"", '3D']",T,"Feb 15, 2022",64,Mixed or average reviews,1,6,0,8.8,Generally favorable reviews,223.0,2,29.0,88.0,2022-02-15
Dysmantle,Xbox Series X,10tons,"['Action Adventure', 'Open-World']",T,"Jan 19, 2022",0,No score yet,3,0,0,0.0,No user score yet,3.0,0,0.0,0.0,2022-01-19
EA Sports PGA Tour,Xbox Series X,EA Tiburon,"['Sports', 'Individual', 'Golf', 'Sim']",E,"Mar 21, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-03-21
EA SPORTS UFC 4,Xbox Series X,Electronic Arts,"['Sports', 'Individual', 'Combat', 'Boxing / Martial Arts']",T,"Aug 14, 2020",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2020-08-14
Echo Generation,Xbox Series X,Cococucumber,"['Strategy', 'Turn-Based', 'General']",,"Oct 21, 2021",74,Mixed or average reviews,6,7,0,7.5,Generally favorable reviews,14.0,3,3.0,75.0,2021-10-21
Edge Of Eternity,Xbox Series X,Midgar Studio,"['Role-Playing', 'Action Adventure', 'General', 'Japanese-Style']",T,"Feb 10, 2022",0,No score yet,2,0,0,6.4,Mixed or average reviews,5.0,0,3.0,64.0,2022-02-10
eFootball 2022,Xbox Series X,Konami,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Sep 30, 2021",0,No score yet,0,1,1,0.7,Overwhelming dislike,3.0,0,48.0,7.0,2021-09-30
eFootball 2023,Xbox Series X,Konami,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Aug 25, 2022",0,No score yet,0,1,0,3.8,Generally unfavorable reviews,2.0,3,7.0,38.0,2022-08-25
Eiyuden Chronicle: Rising,Xbox Series X,"NATSUME ATARI Inc., Rabbit & Bear Studios","['Japanese-Style', 'Role-Playing', 'Action RPG']",E10+,"May 10, 2022",65,Mixed or average reviews,1,5,0,7.5,Generally favorable reviews,6.0,3,2.0,75.0,2022-05-10
Elasto Mania Remastered,Xbox Series X,Elasto Mania Team,"['Other', 'Racing', 'Arcade', 'Automobile']",E,"Jan 26, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-01-26
Elden Ring,Xbox Series X,From Software,"['Role-Playing', 'Action RPG']",M,"Feb 25, 2022",96,Universal acclaim,19,0,0,7.7,Generally favorable reviews,0.0,162,545.0,77.0,2022-02-25
Eldest Souls,Xbox Series X,Fallen Flag Studio,"['Action Adventure', 'General', 'Role-Playing', 'Action RPG']",T,"Jul 29, 2021",80,Generally favorable reviews,3,2,0,0.0,No user score yet,0.0,0,1.0,0.0,2021-07-29
Elemental War 2,Xbox Series X,Clockwork Origins,"['Strategy', 'Real-Time', 'General', 'Defense']",E,"May  6, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-05-06
ELEX II,Xbox Series X,Piranha Bytes,"['Role-Playing', 'Western-Style']",M,"Mar  1, 2022",67,Mixed or average reviews,9,10,2,7.4,Mixed or average reviews,24.0,7,6.0,74.0,2022-03-01
Embr,Xbox Series X,"Muse Games, Curve Digital","['Simulation', 'Virtual', 'Career']",E10+,"Sep 23, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-09-23
ENDER LILIES: Quietus of the Knights,Xbox Series X,Live Wire,"['Action', 'Action Adventure', 'Platformer', 'Open-World', '', 'Metroidvania']",T,"Jun 29, 2021",88,Generally favorable reviews,6,0,0,8.2,Generally favorable reviews,25.0,0,4.0,82.0,2021-06-29
Endless Dungeon,Xbox Series X,Amplitude Studios,"['Strategy', 'Real-Time', 'Tactics']",T,"May 18, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-05-18
Endless Fables: Shadow Within,Xbox Series X,Artifex Mundi,"['Adventure', 'Puzzle', 'Hidden Object', 'General']",T,"Sep  3, 2021",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2021-09-03
Endling - Extinction is Forever,Xbox Series X,Herobeat Studios,"['Action Adventure', 'General']",,"Jul 19, 2022",0,No score yet,1,0,0,0.0,No user score yet,1.0,0,0.0,0.0,2022-07-19
Endzone: A World Apart - Distant Places,Xbox Series X,Gentlymad,"['Strategy', 'Management', 'Government']",T,"Jul 22, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-07-22
Endzone: A World Apart - Survivor Edition,Xbox Series X,Gentlymad,"['Strategy', 'Management', 'Government']",T,"May 19, 2022",70,Mixed or average reviews,1,4,0,0.0,No user score yet,1.0,1,1.0,0.0,2022-05-19
Energy Cycle,Xbox Series X,Sometimes You,"['Puzzle', 'Matching']",E,"Oct 20, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-10-20
Energy Cycle Edge,Xbox Series X,Sometimes You,"['Puzzle', 'General']",E,"Oct 21, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-10-21
Enlisted,Xbox Series X,Darkflow Software,"['Action', 'Shooter', 'First-Person', 'Tactical']",M,"Nov 10, 2020",0,No score yet,0,0,0,3.3,Generally unfavorable reviews,5.0,3,15.0,33.0,2020-11-10
Escape Academy,Xbox Series X,Coin Crew Games,"['Adventure', '3D', 'First-Person']",T,"Jul 14, 2022",76,Generally favorable reviews,8,1,0,6.9,Mixed or average reviews,8.0,4,2.0,69.0,2022-07-14
Escape Academy: Escape from Anti-Escape Island,Xbox Series X,Coin Crew Games,"['Adventure', '3D', 'First-Person']",,"Nov 10, 2022",78,Generally favorable reviews,4,0,0,0.0,No user score yet,4.0,0,0.0,0.0,2022-11-10
Ever Forward,Xbox Series X,Pathea Games,"['Action Adventure', 'General']",E10+,"Dec  7, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-12-07
Evergate,Xbox Series X,Stone Lantern Games,"['Action', 'Adventure', 'General', 'Platformer', '2D']",,"Nov 10, 2020",0,No score yet,1,0,0,0.0,No user score yet,1.0,0,0.0,0.0,2020-11-10
Evil Dead: The Game,Xbox Series X,Saber Interactive,"['Action Adventure', 'Survival']",M,"May 13, 2022",72,Mixed or average reviews,11,15,0,6.3,Mixed or average reviews,29.0,3,17.0,63.0,2022-05-13
Evil Genius 2: World Domination,Xbox Series X,Rebellion,"['Strategy', 'Real-Time', 'General']",T,"Nov 30, 2021",79,Generally favorable reviews,7,0,0,6.6,Mixed or average reviews,8.0,0,3.0,66.0,2021-11-30
Evil Inside,Xbox Series X,JanduSoft,"['Adventure', '3D', 'First-Person']",M,"Mar 25, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-03-25
Evil West,Xbox Series X,Flying Wild Hog,"['Action', 'General', 'Shooter', 'Third-Person', 'Arcade']",M,"Nov 22, 2022",75,Generally favorable reviews,10,4,0,7.9,Generally favorable reviews,40.0,5,7.0,79.0,2022-11-22
Eville,Xbox Series X,"Barkland Games, VestGames","['Action Adventure', 'General']",E10+,"Oct 11, 2022",0,No score yet,0,1,0,0.0,No user score yet,1.0,0,0.0,0.0,2022-10-11
Exo One,Xbox Series X,Exbleative,"['Simulation', 'Adventure', 'General', 'Space', 'Civilian']",E,"Nov 18, 2021",77,Generally favorable reviews,6,2,0,6.6,Mixed or average reviews,14.0,13,6.0,66.0,2021-11-18
Explosive Candy World,Xbox Series X,Marcos Game Dev,"['Action', 'Platformer', '2D']",E,"Feb 23, 2022",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0.0,0.0,2022-02-23
F1 2021,Xbox Series X,Codemasters,"['Racing', 'Simulation', 'Automobile']",E,"Jul 13, 2021",88,Generally favorable reviews,15,0,0,5.8,Mixed or average reviews,20.0,7,17.0,58.0,2021-07-13
F1 22,Xbox Series X,Codemasters,"['Action', 'General', 'Racing', 'Simulation', 'Automobile']",E,"Jun 28, 2022",81,Generally favorable reviews,19,3,0,4.5,Generally unfavorable reviews,12.0,5,19.0,45.0,2022-06-28
F1 Manager 2022,Xbox Series X,Frontier Developments,"['Racing', 'Simulation', 'Other']",E,"Aug 30, 2022",80,Generally favorable reviews,7,4,0,7.6,Generally favorable reviews,5.0,1,1.0,76.0,2022-08-30
Fae Tactics,Xbox Series X,"Humble Games, Endlessfluff Games","['Strategy', 'Turn-Based', 'Tactics']",E10+,"Nov 18, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-11-18
Fairy Elements,Xbox Series X,EXE Create,"['Role-Playing', 'Japanese-Style']",E10+,"Sep  1, 2022",0,No score yet,1,0,0,0.0,No user score yet,1.0,0,0.0,0.0,2022-09-01
Fall Guys,Xbox Series X,Mediatonic,"['Miscellaneous', 'Party / Minigame']",E,"Jun 21, 2022",0,No score yet,2,0,0,7.3,Mixed or average reviews,9.0,5,1.0,73.0,2022-06-21
Fallen Legion: Rise to Glory / Fallen Legion Revenants,Xbox Series X,YummyYummyTummy,"['Miscellaneous', 'Compilation']",E10+,"Aug 23, 2022",0,No score yet,1,0,0,0.0,No user score yet,1.0,0,0.0,0.0,2022-08-23
FALLING OUT,Xbox Series X,PolyCrunch Games,"['Action', 'Platformer', '2D']",E10+,"Oct  6, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-10-06
Family Feud,Xbox Series X,Ubisoft,"['Miscellaneous', 'Trivia / Game Show']",E,"Nov 12, 2020",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2020-11-12
Family Mysteries 3: Criminal Mindset,Xbox Series X,Artifex Mundi,"['Puzzle', 'Hidden Object']",T,"May 28, 2021",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2021-05-28
Fantasy Dash,Xbox Series X,Noahcode,"['Action', 'Platformer', '2D']",,"Dec 27, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-12-27
Far Cry 6,Xbox Series X,Ubisoft Toronto,"['Action Adventure', 'Open-World']",M,"Oct  7, 2021",79,Generally favorable reviews,32,9,1,5.3,Mixed or average reviews,130.0,39,125.0,53.0,2021-10-07
Far Cry 6 - Joseph: Collapse,Xbox Series X,Ubisoft Toronto,"['Action Adventure', 'Open-World']",,"Feb  8, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,1.0,0.0,2022-02-08
Far Cry 6 - Pagan: Control,Xbox Series X,Ubisoft Toronto,"['Action Adventure', 'Open-World']",M,"Jan 11, 2022",0,No score yet,1,0,0,0.0,No user score yet,0.0,1,1.0,0.0,2022-01-11
Far Cry 6 - The Vanishing,Xbox Series X,Ubisoft Toronto,"['Action Adventure', 'Open-World']",,"Mar 24, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-03-24
Far Cry 6 - Vaas: Insanity,Xbox Series X,Ubisoft Toronto,"['Action Adventure', 'Open-World']",M,"Nov 16, 2021",0,No score yet,1,0,0,2.0,Generally unfavorable reviews,1.0,0,3.0,20.0,2021-11-16
Far Cry 6: Lost Between Worlds,Xbox Series X,Ubisoft Toronto,"['Action Adventure', 'Open-World']",,"Dec  6, 2022",0,No score yet,0,2,0,0.0,No user score yet,0.0,0,1.0,0.0,2022-12-06
FAR: Changing Tides,Xbox Series X,Okomotive,"['Action Adventure', 'Linear']",E,"Mar  1, 2022",80,Generally favorable reviews,14,2,0,6.8,Mixed or average reviews,21.0,4,6.0,68.0,2022-03-01
Farming Simulator 22,Xbox Series X,Giants Software,"['Simulation', 'General', 'Virtual', 'Career']",E,"Nov 22, 2021",73,Mixed or average reviews,5,3,0,6.5,Mixed or average reviews,3.0,2,1.0,65.0,2021-11-22
Farming Simulator 22: Platinum Edition,Xbox Series X,Giants Software,"['Simulation', 'General', 'Virtual', 'Career']",E,"Nov 15, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-11-15
Farming Simulator 22: Platinum Expansion,Xbox Series X,Giants Software,"['Simulation', 'General', 'Virtual', 'Career']",,"Nov 15, 2022",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2022-11-15
Fashion Police Squad,Xbox Series X,Mopeful Games,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Feb  2, 2023",75,Generally favorable reviews,3,3,0,0.0,No user score yet,2.0,0,0.0,0.0,2023-02-02
Fast & Furious: Spy Racers Rise of SH1FT3R,Xbox Series X,"3d Clouds, 3DClouds","['Racing', 'Arcade', 'Automobile']",E,"Jan 28, 2022",0,No score yet,0,0,1,0.0,No user score yet,0.0,0,1.0,0.0,2022-01-28
Fast & Furious: Spy Racers Rise of SH1FT3R - Arctic Challenge,Xbox Series X,"3d Clouds, 3DClouds","['Racing', 'Arcade', 'Automobile']",E,"Apr 22, 2022",0,No score yet,0,1,0,0.0,No user score yet,0.0,1,0.0,0.0,2022-04-22
Fatal Frame: Maiden of Black Water,Xbox Series X,Koei Tecmo Games,"['Action Adventure', 'Survival']",M,"Oct 28, 2021",60,Mixed or average reviews,0,8,1,8.9,Generally favorable reviews,248.0,0,31.0,89.0,2021-10-28
Fatal Frame: Mask of the Lunar Eclipse,Xbox Series X,Koei Tecmo Games,"['Action Adventure', 'Survival']",,"Mar  9, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-03-09
FIFA 21,Xbox Series X,Electronic Arts,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Dec  4, 2020",74,Mixed or average reviews,2,3,0,1.9,Overwhelming dislike,23.0,16,155.0,19.0,2020-12-04
FIFA 22,Xbox Series X,EA Canada,"['Sports', 'Team', 'Soccer', 'Sim']",E,"Sep 27, 2021",78,Generally favorable reviews,18,4,0,2.8,Generally unfavorable reviews,15.0,21,77.0,28.0,2021-09-27
FIFA 23,Xbox Series X,"EA Sports, EA Canada","['Sports', 'Team', 'Soccer', 'Sim']",E,"Sep 27, 2022",79,Generally favorable reviews,16,2,0,2.6,Generally unfavorable reviews,13.0,7,49.0,26.0,2022-09-27
Fight'N Rage,Xbox Series X,sebagamesdev,"['Action', ""Beat-'Em-Up"", '2D']",,"Mar  1, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-03-01
Fights in Tight Spaces,Xbox Series X,Ground Shatter Ltd.,"['Strategy', 'Turn-Based', 'Card Battle']",M,"Dec  1, 2021",0,No score yet,2,0,0,0.0,No user score yet,2.0,0,0.0,0.0,2021-12-01
Figment 2: Creed Valley,Xbox Series X,Bedtime Digital Games,"['Action Adventure', 'General']",,"Mar  9, 2023",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2023-03-09
Figment: Journey Into the Mind,Xbox Series X,Bedtime Digital Games,"['Action Adventure', 'General']",,"Nov 16, 2022",0,No score yet,1,0,0,0.0,No user score yet,2.0,0,0.0,0.0,2022-11-16
Final Vendetta,Xbox Series X,Bitmap Bureau,"['Action', ""Beat-'Em-Up"", '2D']",,"Jun 17, 2022",69,Mixed or average reviews,2,2,0,0.0,No user score yet,0.0,1,0.0,0.0,2022-06-17
Finding the Soul Orb,Xbox Series X,Tonguc Bodur,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,"Nov 23, 2022",0,No score yet,0,1,2,0.0,No user score yet,0.0,1,2.0,0.0,2022-11-23
Firefighting Simulator - The Squad,Xbox Series X,Chronos Unterhaltungssoftware UG,"['Simulation', 'Virtual', 'Career']",E10+,"Dec  6, 2022",60,Mixed or average reviews,1,3,0,0.0,No user score yet,1.0,3,0.0,0.0,2022-12-06
Firegirl: Hack 'n Splash Rescue DX,Xbox Series X,Dejima,"['Action', 'Platformer', '2D']",E,"Jun 22, 2022",0,No score yet,0,3,0,0.0,No user score yet,0.0,3,0.0,0.0,2022-06-22
Fishing Adventure,Xbox Series X,MasterCode,"['Sports', 'Individual', 'Nature', 'Fishing']",E,"Aug 13, 2021",0,No score yet,0,2,0,0.0,No user score yet,0.0,2,0.0,0.0,2021-08-13
Fishing: North Atlantic - Enhanced Edition,Xbox Series X,Misc Games,"['Simulation', 'Marine', 'Civilian']",E,"Nov 24, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,0.0,0.0,2021-11-24
Five Nights at Freddy's: Core Collection,Xbox Series X,Steel Wool Games,"['Miscellaneous', 'Compilation']",T,"Jan 12, 2021",0,No score yet,0,0,0,0.0,No user score yet,0.0,0,1.0,0.0,2021-01-12
